lr: 5e-06
epochs: 500
batch_num: 100
batch_size: 64
mini_batch_num: 1
baseline: pomo
pomo_size: 16
eval_batch_size: 1024
eval_path: ./eval_data(35,4,4,6).pt
eval_n_bays: 4
eval_n_rows: 4
empty_priority: None
n_containers: 35
n_bays: 4
n_rows: 4
n_tiers: 6
instance_type: random
objective: workingtime
embed_dim: 128
n_encode_layers: 3
n_heads: 8
ff_hidden: 512
tanh_c: 10
device: cuda:0
log_path: ./train/20250223_195424
--------------------
Epoch: 0 | Train loss: None | Eval WT: 3914.818 | Eval moves: 49.907 | 1s
Epoch: 253 | Train loss: -3.2490702961773383 | Eval WT: 2931.716 | Eval moves: 50.267 | 67s
Epoch: 254 | Train loss: -3.2051903342798647 | Eval WT: 2932.345 | Eval moves: 50.268 | 68s
Epoch: 255 | Train loss: -3.1426590381907613 | Eval WT: 2931.76 | Eval moves: 50.272 | 67s
Epoch: 256 | Train loss: -3.3215986527485275 | Eval WT: 2932.189 | Eval moves: 50.28 | 68s
Epoch: 257 | Train loss: -3.2648281176303096 | Eval WT: 2932.023 | Eval moves: 50.261 | 68s
Epoch: 258 | Train loss: -3.133708281375976 | Eval WT: 2932.33 | Eval moves: 50.288 | 67s
Epoch: 259 | Train loss: -3.485048582157905 | Eval WT: 2932.505 | Eval moves: 50.271 | 67s
Epoch: 260 | Train loss: -3.1378262438340894 | Eval WT: 2932.199 | Eval moves: 50.265 | 67s
Epoch: 261 | Train loss: -3.3663061446170093 | Eval WT: 2932.124 | Eval moves: 50.265 | 101s
Epoch: 262 | Train loss: -3.491292123294386 | Eval WT: 2931.683 | Eval moves: 50.263 | 68s
Epoch: 263 | Train loss: -3.109843915539193 | Eval WT: 2931.845 | Eval moves: 50.271 | 69s
Epoch: 264 | Train loss: -3.2477036102138004 | Eval WT: 2931.537 | Eval moves: 50.266 | 67s
Epoch: 265 | Train loss: -2.9555477648606963 | Eval WT: 2931.49 | Eval moves: 50.258 | 68s
Epoch: 266 | Train loss: -3.2176950979624923 | Eval WT: 2931.859 | Eval moves: 50.257 | 68s
Epoch: 267 | Train loss: -3.121320601643104 | Eval WT: 2931.818 | Eval moves: 50.256 | 67s
Epoch: 268 | Train loss: -3.172701390818572 | Eval WT: 2931.523 | Eval moves: 50.254 | 68s
Epoch: 269 | Train loss: -3.1598694463932544 | Eval WT: 2932.003 | Eval moves: 50.275 | 67s
Epoch: 270 | Train loss: -3.3986748876669033 | Eval WT: 2931.423 | Eval moves: 50.255 | 68s
Epoch: 271 | Train loss: -3.2960452910174354 | Eval WT: 2931.688 | Eval moves: 50.267 | 102s
Epoch: 272 | Train loss: -3.259964438828062 | Eval WT: 2931.626 | Eval moves: 50.264 | 67s
Epoch: 273 | Train loss: -3.056026456271384 | Eval WT: 2931.603 | Eval moves: 50.267 | 67s
Epoch: 274 | Train loss: -2.968916399422377 | Eval WT: 2931.547 | Eval moves: 50.253 | 67s
Epoch: 275 | Train loss: -2.902618990510996 | Eval WT: 2931.459 | Eval moves: 50.25 | 68s
Epoch: 276 | Train loss: -3.1330730087566656 | Eval WT: 2931.559 | Eval moves: 50.261 | 68s
Epoch: 277 | Train loss: -2.9686017823636797 | Eval WT: 2931.509 | Eval moves: 50.266 | 67s
Epoch: 278 | Train loss: -3.162694372435191 | Eval WT: 2931.876 | Eval moves: 50.266 | 67s
Epoch: 279 | Train loss: -3.2134183161704213 | Eval WT: 2931.792 | Eval moves: 50.268 | 68s
Epoch: 280 | Train loss: -3.03165665411411 | Eval WT: 2931.56 | Eval moves: 50.27 | 67s
Epoch: 281 | Train loss: -3.103339141087789 | Eval WT: 2931.531 | Eval moves: 50.276 | 101s
Epoch: 282 | Train loss: -3.039825258757729 | Eval WT: 2931.625 | Eval moves: 50.272 | 68s
Epoch: 283 | Train loss: -3.1048920701129923 | Eval WT: 2931.415 | Eval moves: 50.262 | 67s
Epoch: 284 | Train loss: -2.9753632404740484 | Eval WT: 2931.558 | Eval moves: 50.258 | 67s
Epoch: 285 | Train loss: -2.9866018396678493 | Eval WT: 2931.671 | Eval moves: 50.262 | 67s
Epoch: 286 | Train loss: -2.805248474469585 | Eval WT: 2931.583 | Eval moves: 50.259 | 67s
Epoch: 287 | Train loss: -3.1133816768759317 | Eval WT: 2931.368 | Eval moves: 50.248 | 67s
Epoch: 288 | Train loss: -3.2787332443713124 | Eval WT: 2931.487 | Eval moves: 50.264 | 68s
Epoch: 289 | Train loss: -3.0266221322978253 | Eval WT: 2931.186 | Eval moves: 50.259 | 68s
Epoch: 290 | Train loss: -2.900925474306515 | Eval WT: 2931.527 | Eval moves: 50.266 | 68s
Epoch: 291 | Train loss: -2.768868008101041 | Eval WT: 2931.824 | Eval moves: 50.263 | 101s
Epoch: 292 | Train loss: -3.0433500684780284 | Eval WT: 2931.571 | Eval moves: 50.274 | 67s
Epoch: 293 | Train loss: -3.033302395509247 | Eval WT: 2931.491 | Eval moves: 50.267 | 67s
Epoch: 294 | Train loss: -3.060873466188836 | Eval WT: 2931.511 | Eval moves: 50.256 | 67s
Epoch: 295 | Train loss: -3.1030961447564884 | Eval WT: 2931.111 | Eval moves: 50.259 | 67s
Epoch: 296 | Train loss: -2.8947871936093947 | Eval WT: 2931.149 | Eval moves: 50.251 | 68s
Epoch: 297 | Train loss: -2.9525452570011783 | Eval WT: 2931.303 | Eval moves: 50.263 | 67s
Epoch: 298 | Train loss: -3.0311516843368698 | Eval WT: 2931.186 | Eval moves: 50.259 | 68s
Epoch: 299 | Train loss: -2.8173732395389344 | Eval WT: 2931.307 | Eval moves: 50.266 | 68s
Epoch: 300 | Train loss: -2.806431310482821 | Eval WT: 2931.03 | Eval moves: 50.238 | 68s
Epoch: 301 | Train loss: -2.7462544486422122 | Eval WT: 2931.247 | Eval moves: 50.255 | 101s
Epoch: 302 | Train loss: -2.957881262748753 | Eval WT: 2930.953 | Eval moves: 50.244 | 67s
Epoch: 303 | Train loss: -3.0936904611415987 | Eval WT: 2930.935 | Eval moves: 50.249 | 67s
Epoch: 304 | Train loss: -2.940584329352023 | Eval WT: 2931.155 | Eval moves: 50.252 | 67s
Epoch: 305 | Train loss: -2.826100542563972 | Eval WT: 2930.872 | Eval moves: 50.251 | 68s
Epoch: 306 | Train loss: -2.972899533963793 | Eval WT: 2931.332 | Eval moves: 50.251 | 67s
Epoch: 307 | Train loss: -2.946711390405806 | Eval WT: 2931.493 | Eval moves: 50.253 | 67s
Epoch: 308 | Train loss: -2.832396846964894 | Eval WT: 2931.155 | Eval moves: 50.256 | 68s
Epoch: 309 | Train loss: -2.9492503234557534 | Eval WT: 2930.795 | Eval moves: 50.245 | 67s
Epoch: 310 | Train loss: -2.7757935227592627 | Eval WT: 2930.701 | Eval moves: 50.233 | 66s
Epoch: 311 | Train loss: -2.789800786150199 | Eval WT: 2931.396 | Eval moves: 50.256 | 101s
Epoch: 312 | Train loss: -3.165357022949027 | Eval WT: 2931.036 | Eval moves: 50.251 | 67s
Epoch: 313 | Train loss: -2.9564999757785273 | Eval WT: 2931.143 | Eval moves: 50.262 | 68s
Epoch: 314 | Train loss: -2.9250566594668728 | Eval WT: 2930.96 | Eval moves: 50.254 | 68s
Epoch: 315 | Train loss: -2.7923063332500817 | Eval WT: 2931.342 | Eval moves: 50.268 | 67s
Epoch: 316 | Train loss: -2.7117813391052885 | Eval WT: 2931.091 | Eval moves: 50.25 | 67s
Epoch: 317 | Train loss: -2.6767747029425535 | Eval WT: 2930.762 | Eval moves: 50.237 | 67s
Epoch: 318 | Train loss: -2.74456485399707 | Eval WT: 2930.959 | Eval moves: 50.249 | 67s
Epoch: 319 | Train loss: -2.8489241273921784 | Eval WT: 2931.19 | Eval moves: 50.266 | 67s
Epoch: 320 | Train loss: -2.6008676753089826 | Eval WT: 2931.131 | Eval moves: 50.26 | 66s
Epoch: 321 | Train loss: -2.8048789416616806 | Eval WT: 2931.123 | Eval moves: 50.261 | 99s
Epoch: 322 | Train loss: -2.8550727349106295 | Eval WT: 2930.582 | Eval moves: 50.239 | 66s
Epoch: 323 | Train loss: -2.693352246536873 | Eval WT: 2931.017 | Eval moves: 50.251 | 67s
Epoch: 324 | Train loss: -2.8348404802971627 | Eval WT: 2930.848 | Eval moves: 50.25 | 68s
Epoch: 325 | Train loss: -2.7344276286740063 | Eval WT: 2930.856 | Eval moves: 50.249 | 68s
Epoch: 326 | Train loss: -2.6148323622469123 | Eval WT: 2930.793 | Eval moves: 50.241 | 68s
Epoch: 327 | Train loss: -2.8398050971729516 | Eval WT: 2930.379 | Eval moves: 50.234 | 67s
Epoch: 328 | Train loss: -2.805842222361854 | Eval WT: 2930.391 | Eval moves: 50.236 | 66s
Epoch: 329 | Train loss: -2.61044348009886 | Eval WT: 2931.145 | Eval moves: 50.256 | 68s
Epoch: 330 | Train loss: -2.8011932413710436 | Eval WT: 2930.89 | Eval moves: 50.254 | 67s
Epoch: 331 | Train loss: -2.805751213023941 | Eval WT: 2930.446 | Eval moves: 50.239 | 100s
Epoch: 332 | Train loss: -2.6114116608833156 | Eval WT: 2930.573 | Eval moves: 50.244 | 66s
Epoch: 333 | Train loss: -2.930287109004262 | Eval WT: 2930.391 | Eval moves: 50.236 | 68s
Epoch: 334 | Train loss: -2.5011527083355354 | Eval WT: 2930.599 | Eval moves: 50.234 | 67s
Epoch: 335 | Train loss: -2.6818662105466107 | Eval WT: 2930.86 | Eval moves: 50.249 | 67s
Epoch: 336 | Train loss: -2.6031872154175413 | Eval WT: 2930.789 | Eval moves: 50.244 | 66s
Epoch: 337 | Train loss: -2.7385970987955277 | Eval WT: 2930.751 | Eval moves: 50.248 | 67s
Epoch: 338 | Train loss: -2.824545295996357 | Eval WT: 2930.467 | Eval moves: 50.237 | 67s
Epoch: 339 | Train loss: -2.5463241353010204 | Eval WT: 2930.762 | Eval moves: 50.253 | 68s
Epoch: 340 | Train loss: -3.02050689608392 | Eval WT: 2931.206 | Eval moves: 50.264 | 67s
Epoch: 341 | Train loss: -2.6683136063737196 | Eval WT: 2930.556 | Eval moves: 50.241 | 101s
Epoch: 342 | Train loss: -2.609365714687771 | Eval WT: 2930.834 | Eval moves: 50.246 | 67s
Epoch: 343 | Train loss: -2.5651431111753085 | Eval WT: 2930.591 | Eval moves: 50.239 | 66s
Epoch: 344 | Train loss: -2.799565337661839 | Eval WT: 2930.464 | Eval moves: 50.235 | 66s
Epoch: 345 | Train loss: -2.6971965556059896 | Eval WT: 2930.277 | Eval moves: 50.228 | 68s
Epoch: 346 | Train loss: -2.6607861568088476 | Eval WT: 2930.249 | Eval moves: 50.224 | 68s
Epoch: 347 | Train loss: -2.65841861578741 | Eval WT: 2930.594 | Eval moves: 50.242 | 67s
Epoch: 348 | Train loss: -2.6944998841349705 | Eval WT: 2930.352 | Eval moves: 50.235 | 68s
Epoch: 349 | Train loss: -2.5454912569475017 | Eval WT: 2930.253 | Eval moves: 50.239 | 67s
Epoch: 350 | Train loss: -2.803798139498241 | Eval WT: 2929.989 | Eval moves: 50.226 | 67s
Epoch: 351 | Train loss: -2.6972574516968804 | Eval WT: 2930.564 | Eval moves: 50.24 | 102s
Epoch: 352 | Train loss: -2.8027668558976284 | Eval WT: 2930.338 | Eval moves: 50.247 | 67s
Epoch: 353 | Train loss: -2.7392074299790012 | Eval WT: 2930.295 | Eval moves: 50.234 | 68s
Epoch: 354 | Train loss: -2.8952550539083495 | Eval WT: 2930.234 | Eval moves: 50.234 | 68s
Epoch: 355 | Train loss: -2.6331997691001523 | Eval WT: 2930.592 | Eval moves: 50.24 | 67s
Epoch: 356 | Train loss: -2.5484684487730824 | Eval WT: 2930.523 | Eval moves: 50.245 | 69s
Epoch: 357 | Train loss: -2.739136612889021 | Eval WT: 2930.482 | Eval moves: 50.234 | 68s
Epoch: 358 | Train loss: -2.8301667475778522 | Eval WT: 2930.14 | Eval moves: 50.227 | 68s
Epoch: 359 | Train loss: -2.7280019268869116 | Eval WT: 2929.828 | Eval moves: 50.217 | 69s
Epoch: 360 | Train loss: -2.6597619062595963 | Eval WT: 2930.661 | Eval moves: 50.259 | 68s
Epoch: 361 | Train loss: -2.525474914871803 | Eval WT: 2930.819 | Eval moves: 50.238 | 103s
Epoch: 362 | Train loss: -2.6373568666000216 | Eval WT: 2930.057 | Eval moves: 50.228 | 68s
Epoch: 363 | Train loss: -2.51975871493897 | Eval WT: 2930.621 | Eval moves: 50.233 | 68s
Epoch: 364 | Train loss: -2.555504299533785 | Eval WT: 2930.331 | Eval moves: 50.233 | 67s
Epoch: 365 | Train loss: -2.6383972079766607 | Eval WT: 2930.197 | Eval moves: 50.239 | 68s
Epoch: 366 | Train loss: -2.6307254333264716 | Eval WT: 2930.272 | Eval moves: 50.22 | 69s
Epoch: 367 | Train loss: -2.4650194840274704 | Eval WT: 2930.085 | Eval moves: 50.224 | 67s
Epoch: 368 | Train loss: -2.366591539803224 | Eval WT: 2930.338 | Eval moves: 50.247 | 67s
Epoch: 369 | Train loss: -2.6277219260366182 | Eval WT: 2930.185 | Eval moves: 50.241 | 68s
Epoch: 370 | Train loss: -2.657600546035935 | Eval WT: 2930.123 | Eval moves: 50.232 | 67s
Epoch: 371 | Train loss: -2.582476252073656 | Eval WT: 2929.841 | Eval moves: 50.228 | 102s
Epoch: 372 | Train loss: -2.81026253225599 | Eval WT: 2930.293 | Eval moves: 50.237 | 67s
Epoch: 373 | Train loss: -2.348811174709399 | Eval WT: 2930.324 | Eval moves: 50.231 | 66s
Epoch: 374 | Train loss: -2.5300230232913714 | Eval WT: 2929.993 | Eval moves: 50.237 | 68s
Epoch: 375 | Train loss: -2.547926136668839 | Eval WT: 2930.42 | Eval moves: 50.245 | 68s
Epoch: 376 | Train loss: -2.611556592532978 | Eval WT: 2930.005 | Eval moves: 50.231 | 67s
Epoch: 377 | Train loss: -2.6950772904990226 | Eval WT: 2930.358 | Eval moves: 50.236 | 67s
Epoch: 378 | Train loss: -2.7568168568487783 | Eval WT: 2930.379 | Eval moves: 50.238 | 67s
Epoch: 379 | Train loss: -2.480241798480229 | Eval WT: 2929.991 | Eval moves: 50.243 | 66s
Epoch: 380 | Train loss: -2.560466359976843 | Eval WT: 2930.313 | Eval moves: 50.238 | 67s
Epoch: 381 | Train loss: -2.5055330634649886 | Eval WT: 2929.878 | Eval moves: 50.224 | 100s
Epoch: 382 | Train loss: -2.6480697313638974 | Eval WT: 2929.936 | Eval moves: 50.225 | 66s
Epoch: 383 | Train loss: -2.697753178251348 | Eval WT: 2930.735 | Eval moves: 50.25 | 67s
Epoch: 384 | Train loss: -2.629739998655962 | Eval WT: 2930.151 | Eval moves: 50.232 | 67s
Epoch: 385 | Train loss: -2.5215403582048075 | Eval WT: 2929.881 | Eval moves: 50.226 | 67s
Epoch: 386 | Train loss: -2.5982921410689346 | Eval WT: 2930.168 | Eval moves: 50.238 | 67s
Epoch: 387 | Train loss: -2.552828536394215 | Eval WT: 2929.767 | Eval moves: 50.221 | 67s
Epoch: 388 | Train loss: -2.4493208336988745 | Eval WT: 2930.321 | Eval moves: 50.241 | 67s
Epoch: 389 | Train loss: -2.705434262381676 | Eval WT: 2930.25 | Eval moves: 50.236 | 67s
Epoch: 390 | Train loss: -2.255477878710577 | Eval WT: 2930.309 | Eval moves: 50.238 | 68s
Epoch: 391 | Train loss: -2.316525589690634 | Eval WT: 2930.15 | Eval moves: 50.231 | 100s
Epoch: 392 | Train loss: -2.3890340583447216 | Eval WT: 2929.621 | Eval moves: 50.231 | 68s
Epoch: 393 | Train loss: -2.529000869636245 | Eval WT: 2930.154 | Eval moves: 50.227 | 68s
Epoch: 394 | Train loss: -2.3191825886218522 | Eval WT: 2930.084 | Eval moves: 50.23 | 67s
Epoch: 395 | Train loss: -2.606045695060199 | Eval WT: 2930.122 | Eval moves: 50.235 | 68s
Epoch: 396 | Train loss: -2.4919075953971936 | Eval WT: 2930.069 | Eval moves: 50.238 | 68s
Epoch: 397 | Train loss: -2.58170996190055 | Eval WT: 2929.847 | Eval moves: 50.225 | 68s
Epoch: 398 | Train loss: -2.564970103958203 | Eval WT: 2929.624 | Eval moves: 50.215 | 67s
Epoch: 399 | Train loss: -2.481604419240096 | Eval WT: 2930.147 | Eval moves: 50.244 | 68s
Epoch: 400 | Train loss: -2.2589541295048177 | Eval WT: 2930.018 | Eval moves: 50.238 | 66s
Epoch: 401 | Train loss: -2.294148397458182 | Eval WT: 2929.91 | Eval moves: 50.23 | 100s
Epoch: 402 | Train loss: -2.5543320355208285 | Eval WT: 2929.746 | Eval moves: 50.23 | 66s
Epoch: 403 | Train loss: -2.4780579811251395 | Eval WT: 2930.091 | Eval moves: 50.236 | 67s
Epoch: 404 | Train loss: -2.2317828575339367 | Eval WT: 2929.788 | Eval moves: 50.223 | 67s
Epoch: 405 | Train loss: -2.524416756283601 | Eval WT: 2929.966 | Eval moves: 50.219 | 67s
Epoch: 406 | Train loss: -2.55646799985253 | Eval WT: 2929.665 | Eval moves: 50.229 | 67s
Epoch: 407 | Train loss: -2.468975270685078 | Eval WT: 2929.735 | Eval moves: 50.226 | 68s
Epoch: 408 | Train loss: -2.4270051604419667 | Eval WT: 2929.805 | Eval moves: 50.221 | 67s
Epoch: 409 | Train loss: -2.484778400639349 | Eval WT: 2929.742 | Eval moves: 50.22 | 67s
Epoch: 410 | Train loss: -2.646495845788183 | Eval WT: 2929.851 | Eval moves: 50.221 | 66s
Epoch: 411 | Train loss: -2.5362408670686 | Eval WT: 2929.89 | Eval moves: 50.226 | 102s
Epoch: 412 | Train loss: -2.11450808127589 | Eval WT: 2929.91 | Eval moves: 50.227 | 67s
Epoch: 413 | Train loss: -2.14989491876478 | Eval WT: 2929.534 | Eval moves: 50.214 | 68s
Epoch: 414 | Train loss: -2.426540214331478 | Eval WT: 2930.128 | Eval moves: 50.225 | 68s
Epoch: 415 | Train loss: -2.511216616695593 | Eval WT: 2930.454 | Eval moves: 50.242 | 66s
Epoch: 416 | Train loss: -2.3134543878594487 | Eval WT: 2929.8 | Eval moves: 50.229 | 68s
Epoch: 417 | Train loss: -2.587237046262557 | Eval WT: 2929.5 | Eval moves: 50.221 | 67s
Epoch: 418 | Train loss: -2.208591145286324 | Eval WT: 2929.712 | Eval moves: 50.218 | 70s
Epoch: 419 | Train loss: -2.3595590084902907 | Eval WT: 2930.319 | Eval moves: 50.247 | 72s
Epoch: 420 | Train loss: -2.2713384481068424 | Eval WT: 2929.76 | Eval moves: 50.223 | 72s
Epoch: 421 | Train loss: -2.3679836256604605 | Eval WT: 2929.352 | Eval moves: 50.219 | 101s
Epoch: 422 | Train loss: -2.4835555945210355 | Eval WT: 2929.629 | Eval moves: 50.219 | 68s
Epoch: 423 | Train loss: -2.2001246421369536 | Eval WT: 2929.847 | Eval moves: 50.232 | 67s
Epoch: 424 | Train loss: -2.3023553625611224 | Eval WT: 2930.108 | Eval moves: 50.235 | 66s
Epoch: 425 | Train loss: -2.1897041188117083 | Eval WT: 2930.129 | Eval moves: 50.241 | 67s
Epoch: 426 | Train loss: -2.3946136108533564 | Eval WT: 2930.122 | Eval moves: 50.231 | 67s
Epoch: 427 | Train loss: -2.2690071228301303 | Eval WT: 2929.292 | Eval moves: 50.22 | 67s
Epoch: 428 | Train loss: -2.537334048020318 | Eval WT: 2930.01 | Eval moves: 50.235 | 67s
Epoch: 429 | Train loss: -2.1664027728277357 | Eval WT: 2929.784 | Eval moves: 50.227 | 68s
Epoch: 430 | Train loss: -2.2994635275722297 | Eval WT: 2929.669 | Eval moves: 50.225 | 66s
Epoch: 431 | Train loss: -2.2693915423924653 | Eval WT: 2930.339 | Eval moves: 50.24 | 101s
Epoch: 432 | Train loss: -2.3098129902913977 | Eval WT: 2929.539 | Eval moves: 50.222 | 66s
Epoch: 433 | Train loss: -2.2761794035304006 | Eval WT: 2929.956 | Eval moves: 50.237 | 66s
Epoch: 434 | Train loss: -2.4861410991576056 | Eval WT: 2929.387 | Eval moves: 50.225 | 67s
Epoch: 435 | Train loss: -2.280460211710635 | Eval WT: 2929.582 | Eval moves: 50.227 | 67s
Epoch: 436 | Train loss: -2.2288674406253937 | Eval WT: 2929.778 | Eval moves: 50.229 | 66s
Epoch: 437 | Train loss: -2.27596128046437 | Eval WT: 2929.764 | Eval moves: 50.229 | 67s
Epoch: 438 | Train loss: -2.2246107785816402 | Eval WT: 2929.233 | Eval moves: 50.225 | 66s
Epoch: 439 | Train loss: -2.500053131366821 | Eval WT: 2929.746 | Eval moves: 50.227 | 67s
Epoch: 440 | Train loss: -2.2009011565967675 | Eval WT: 2929.407 | Eval moves: 50.214 | 66s
Epoch: 441 | Train loss: -2.25801816614342 | Eval WT: 2929.445 | Eval moves: 50.226 | 101s
Epoch: 442 | Train loss: -2.1448116702863076 | Eval WT: 2929.48 | Eval moves: 50.228 | 66s
Epoch: 443 | Train loss: -2.3928980747968427 | Eval WT: 2929.42 | Eval moves: 50.229 | 66s
Epoch: 444 | Train loss: -2.4016991993601344 | Eval WT: 2929.494 | Eval moves: 50.22 | 67s
Epoch: 445 | Train loss: -2.289714004078056 | Eval WT: 2929.094 | Eval moves: 50.215 | 66s
Epoch: 446 | Train loss: -2.256895376362043 | Eval WT: 2929.65 | Eval moves: 50.225 | 66s
Epoch: 447 | Train loss: -2.3519869836040237 | Eval WT: 2929.567 | Eval moves: 50.222 | 67s
Epoch: 448 | Train loss: -2.2219868619985186 | Eval WT: 2930.048 | Eval moves: 50.24 | 68s
Epoch: 449 | Train loss: -2.376199828713404 | Eval WT: 2930.198 | Eval moves: 50.244 | 68s
Epoch: 450 | Train loss: -2.507165376079917 | Eval WT: 2929.396 | Eval moves: 50.228 | 67s
Epoch: 451 | Train loss: -2.2712763935205045 | Eval WT: 2929.514 | Eval moves: 50.229 | 102s
Epoch: 452 | Train loss: -2.0541729843065237 | Eval WT: 2929.337 | Eval moves: 50.218 | 67s
Epoch: 453 | Train loss: -2.2093793406843867 | Eval WT: 2929.825 | Eval moves: 50.229 | 67s
Epoch: 454 | Train loss: -2.27745986330852 | Eval WT: 2929.438 | Eval moves: 50.231 | 67s
Epoch: 455 | Train loss: -2.3296848501511263 | Eval WT: 2929.5 | Eval moves: 50.217 | 67s
Epoch: 456 | Train loss: -2.142419841005938 | Eval WT: 2929.542 | Eval moves: 50.225 | 67s
Epoch: 457 | Train loss: -2.237150895856131 | Eval WT: 2929.489 | Eval moves: 50.22 | 67s
Epoch: 458 | Train loss: -2.213962992792138 | Eval WT: 2929.189 | Eval moves: 50.22 | 67s
Epoch: 459 | Train loss: -2.222846597186419 | Eval WT: 2929.325 | Eval moves: 50.224 | 66s
Epoch: 460 | Train loss: -2.1083679479042305 | Eval WT: 2929.767 | Eval moves: 50.225 | 66s
Epoch: 461 | Train loss: -2.0445302760581363 | Eval WT: 2929.404 | Eval moves: 50.215 | 101s
Epoch: 462 | Train loss: -2.265818922019891 | Eval WT: 2928.926 | Eval moves: 50.211 | 67s
Epoch: 463 | Train loss: -2.2989001112105467 | Eval WT: 2929.3 | Eval moves: 50.21 | 66s
Epoch: 464 | Train loss: -2.1288966349575036 | Eval WT: 2929.094 | Eval moves: 50.215 | 67s
Epoch: 465 | Train loss: -2.2033067464885012 | Eval WT: 2929.514 | Eval moves: 50.232 | 67s
Epoch: 466 | Train loss: -2.2506751063162596 | Eval WT: 2929.226 | Eval moves: 50.219 | 68s
Epoch: 467 | Train loss: -2.022534696275003 | Eval WT: 2930.034 | Eval moves: 50.225 | 66s
Epoch: 468 | Train loss: -2.1331178015047865 | Eval WT: 2929.566 | Eval moves: 50.225 | 67s
Epoch: 469 | Train loss: -2.0777293284623983 | Eval WT: 2929.448 | Eval moves: 50.221 | 66s
Epoch: 470 | Train loss: -2.2191929723781647 | Eval WT: 2929.592 | Eval moves: 50.228 | 67s
Epoch: 471 | Train loss: -2.247496003671963 | Eval WT: 2929.357 | Eval moves: 50.211 | 100s
Epoch: 472 | Train loss: -2.212444603838395 | Eval WT: 2929.317 | Eval moves: 50.217 | 68s
Epoch: 473 | Train loss: -2.1842550847602795 | Eval WT: 2929.358 | Eval moves: 50.22 | 67s
Epoch: 474 | Train loss: -2.036951014466282 | Eval WT: 2929.462 | Eval moves: 50.221 | 66s
Epoch: 475 | Train loss: -2.0761549555945167 | Eval WT: 2929.257 | Eval moves: 50.214 | 67s
Epoch: 476 | Train loss: -2.308494629541774 | Eval WT: 2929.343 | Eval moves: 50.215 | 66s
Epoch: 477 | Train loss: -2.234032520163552 | Eval WT: 2929.195 | Eval moves: 50.213 | 67s
Epoch: 478 | Train loss: -2.201961938707377 | Eval WT: 2929.348 | Eval moves: 50.223 | 66s
Epoch: 479 | Train loss: -2.256116801552643 | Eval WT: 2929.363 | Eval moves: 50.216 | 67s
Epoch: 480 | Train loss: -2.1855088814250694 | Eval WT: 2929.441 | Eval moves: 50.227 | 68s
Epoch: 481 | Train loss: -2.0849189291877472 | Eval WT: 2930.259 | Eval moves: 50.236 | 100s
Epoch: 482 | Train loss: -2.114192493236447 | Eval WT: 2929.404 | Eval moves: 50.227 | 67s
Epoch: 483 | Train loss: -2.1017350150905223 | Eval WT: 2929.666 | Eval moves: 50.238 | 67s
Epoch: 484 | Train loss: -2.050722064735361 | Eval WT: 2929.106 | Eval moves: 50.217 | 67s
Epoch: 485 | Train loss: -2.2420600454451165 | Eval WT: 2929.639 | Eval moves: 50.228 | 67s
Epoch: 486 | Train loss: -1.9621184812918964 | Eval WT: 2929.517 | Eval moves: 50.224 | 67s
Epoch: 487 | Train loss: -2.4873326952573764 | Eval WT: 2929.799 | Eval moves: 50.228 | 68s
Epoch: 488 | Train loss: -1.944072487967558 | Eval WT: 2928.983 | Eval moves: 50.212 | 67s
Epoch: 489 | Train loss: -2.2171214114394417 | Eval WT: 2929.002 | Eval moves: 50.216 | 67s
Epoch: 490 | Train loss: -2.2798261793584995 | Eval WT: 2929.499 | Eval moves: 50.224 | 67s
Epoch: 491 | Train loss: -2.2645851576309974 | Eval WT: 2929.332 | Eval moves: 50.233 | 100s
Epoch: 492 | Train loss: -2.1247364487262734 | Eval WT: 2929.42 | Eval moves: 50.229 | 67s
Epoch: 493 | Train loss: -2.1876875372586486 | Eval WT: 2929.642 | Eval moves: 50.226 | 67s
Epoch: 494 | Train loss: -1.966658878639887 | Eval WT: 2929.325 | Eval moves: 50.22 | 67s
Epoch: 495 | Train loss: -1.9995852558576734 | Eval WT: 2928.951 | Eval moves: 50.209 | 67s
Epoch: 496 | Train loss: -2.1974504200167697 | Eval WT: 2929.398 | Eval moves: 50.226 | 67s
Epoch: 497 | Train loss: -2.114525855531683 | Eval WT: 2929.386 | Eval moves: 50.216 | 67s
Epoch: 498 | Train loss: -2.1050473270596153 | Eval WT: 2929.287 | Eval moves: 50.215 | 67s
Epoch: 499 | Train loss: -2.1973752326663027 | Eval WT: 2929.128 | Eval moves: 50.216 | 67s
Epoch: 500 | Train loss: -2.131311493764321 | Eval WT: 2929.269 | Eval moves: 50.216 | 66s
